,RES_00,RES_01,RES_02,RES_03,RES_04,RES_05,RES_06,RES_07,RES_08,RES_09,RES_10,RES_11,RES_12,RES_13
ACH-000145,0.31632691240551397,-1.0345541132346794,-0.5155906372996497,-0.30594158496632307,1.249715457232992,0.24540823817218774,-0.6189262992365707,-0.41150571110325423,-0.9552056993359318,0.07813671986066943,-0.08254853290411272,1.3199787729048944,-0.8307049118491973,0.14230119170291788
ACH-000146,0.6296136839545463,0.10021273153199581,-0.5536409990699268,-1.5841574443680622,0.25675433866165864,-0.05389660210587648,-0.05609872719514376,0.4235009239828705,1.0270732683507222,-0.12233769620313222,-0.16009401266716553,0.7009514195842119,-0.3441921913165336,-1.4647744820388242
ACH-000147,0.24314285086085877,-1.1292985086514165,1.244928877873936,0.6703548976824089,0.530718253370961,0.9177076724000355,-0.5332512786684108,-0.01869086043604103,-0.8798374597961204,0.06270677794321385,-0.351199618264902,-1.3043764426955688,-0.3746850166103579,-0.060503804356206815
ACH-000148,-0.1935972800956344,0.1612076900405599,-1.084664727793081,0.3232693974936587,1.4843379083716661,0.8717709721899588,-2.077892100777044,-1.2740898393217566,-0.824511255955517,0.7466693788972909,0.05389660210587648,1.8519354844002658,1.2473185953357961,1.4333620914605663
ACH-000149,-0.5130808924277176,-2.208736379719948,-0.9797835324994979,0.20032287919934852,-0.0076958645280918465,-0.3746850166103579,-0.4586420594195472,0.9482887899595908,0.5345190745026058,0.9586813467447275,-0.692542841734797,1.244928877873936,0.3888752642829679,0.19808002089551385
ACH-000151,-0.8912277173415939,-1.2497154572329925,-0.7879913690763187,-0.36056982157377676,-0.1511916189534914,-1.0496922042251637,1.403303631420883,2.6565387878196796,1.0345541132346794,0.12898638622825503,-1.8280379276044882,-0.5357877300556416,-1.1128113175429069,-0.5459683122952278
ACH-000152,-1.1087365265227942,-0.6175953580354795,-0.22731933611251867,1.3521860990673606,0.35705232856706715,-0.8091635941232459,-0.4758089033276058,0.0032982010778990064,1.40921389662192,2.2346764695787313,-0.653928463849197,1.6239524138818737,-0.8431888970300973,0.6566538597459012
ACH-000153,-1.5841574443680622,-0.15341606674775615,-1.7415972245036333,0.5768584398705493,0.712240616658132,0.5846665799496997,-0.2048116325051352,-0.2624397163848644,-0.24767488561581988,0.22055544490025863,-0.023089417099562953,1.7940385403408106,0.46598243956846,1.4211844024982856
ACH-000155,0.8945033623459216,2.4794668853016666,1.1210168225962824,0.6786361667728741,-0.7495782208162746,-1.9168014719289324,0.7612776818506835,-0.9278049190833462,0.8526387817710663,-1.2666983844847988,0.4758089033276056,0.7849956136784568,0.03188795595915477,-0.5421440164296353
ACH-000159,-1.5540376396994589,-1.2260617496750101,-1.330561513178897,1.546723953246356,0.5055709279090783,0.3093996404527934,-1.0049679545269972,-0.37704474771741026,-0.5587742628637399,1.772474711666923,1.1610685209816873,1.0049679545269972,0.9586813467447275,1.6935497311286343
