,SPCA_00,SPCA_01,SPCA_02,SPCA_03,SPCA_04,SPCA_05,SPCA_06,SPCA_07,SPCA_08,SPCA_09,SPCA_10,SPCA_11,SPCA_12,SPCA_13
ACH-000053,1.0992339837747236,-0.09396080568243326,3.398219451023865,0.6687086887915752,2.627778779699167,0.6165715431986084,3.6066732682515177,1.4115017144019122,2.319024650900631,-0.23173203058742792,0.7225337291889551,-0.48392658951614015,-0.6429266526261821,-1.0945726580575104
ACH-000054,-0.7863383631573115,-0.4817619628993148,-0.8329004491672235,-1.192924998470408,0.21645271552746925,-2.4638250100765373,2.2179698702111525,-0.09753802473571625,0.23286621946942526,1.387380838757278,-2.832262776718017,-1.9284287575550296,-1.0394978162998398,-0.581239872130472
ACH-000055,0.8742232245238762,0.5050442006473236,1.205428091182953,0.3336100387098509,-1.6466792439649656,-1.607689446238263,3.7338058450106666,1.659143728954773,2.1128067289448684,1.6743843525491766,-1.4435538146308209,-2.0369575083857074,-2.8862124987996993,1.9927184889672813
ACH-000060,0.8607000352399247,0.6733146547908749,1.2910768977212845,2.415334239068213,1.7885112965650307,2.6023010097992088,2.363826496012081,1.6384578473185933,1.6857010265136494,-1.3431714219660689,0.006309915280048553,-1.0716299091908148,2.133870879402017,-1.8918475565863866
ACH-000067,0.9400024878413049,0.737880046677436,0.31361586472184577,0.5309622578150265,-0.41481462376368267,-0.06603505277658707,2.077702351164346,2.66449546969515,1.03263052677729,-0.6357479390068607,-1.4958685324211032,-1.0606991811187538,-0.681314809687667,0.004992307404816709
ACH-000070,0.7686310459774224,0.1288955302281738,0.1883851066614151,-1.4445058461710367,0.46559567470704166,-2.6157814646558655,3.5900306207480024,4.777756381345348,2.431872549107704,4.506784404523077,-0.8474942995544651,-2.9313695037454885,-3.7565538768608833,1.0226361480209811
ACH-000074,0.08178697582939205,0.22343295457527979,-0.34416721531120675,-1.0388990546940975,-0.27946754499580917,-0.44796703293567747,3.6528571145609434,2.7289307396941136,1.809516224847481,2.5831506301575144,-0.7568095512136609,-2.8166362383682992,-2.3467419794755937,-0.30437277321814243
ACH-000075,-1.8725873903180832,0.19606860697674675,-1.2189925808336552,0.23878261523462407,0.4851435081433173,-2.1666054295319928,3.026365884152426,1.9804739250505312,0.16704287945581203,-0.2558353843494068,-2.769657281128732,0.03186073100447612,-0.8736573663323322,0.4629450885101593
ACH-000076,1.2015996713030095,-1.9093070956746632,1.3223314967101976,-1.3718563931467438,-0.5435341966277333,-2.1410541817347237,3.6168968547052236,1.8991722842385377,1.5849804973017017,2.256079932403587,-0.8302277732317822,-2.21337839096292,-2.04697668777917,-0.2520482319474134
ACH-000077,-0.1375090100617571,-1.1562075810077954,-0.9001828834356781,-2.8365451884497577,-0.6113807342649672,-4.691189448090312,3.350301618867463,2.01078186339516,0.685870684771573,3.347695729247156,-0.36696503990073126,-2.554837907652205,-3.8335645122188002,0.1755796392182068
ACH-000078,1.8628733670486137,-0.5334375468794649,1.2704255372609226,1.4175570861231555,-0.10521304022886757,-0.4289650028910268,5.589403457232489,2.909217393956681,0.7381369966438083,2.9620896487252315,1.9835113835435705,0.23318188651591398,-3.2994635213851327,0.8709028612248945
